date,item_id,item_name,units_sold,stockout_flag,is_weekend,is_rainy
2024-10-05,M03,Es Teh Manis,152,0,1,1
2024-10-06,M01,Nasi Goreng Spesial,116,0,1,1
2024-10-06,M02,Mie Goreng Ayam,89,0,1,1
2024-10-06,M03,Es Teh Manis,168,0,1,1
2024-10-07,M01,Nasi Goreng Spesial,108,0,0,0
2024-10-07,M02,Mie Goreng Ayam,88,0,0,0
2024-10-07,M03,Es Teh Manis,154,0,0,0
2024-10-08,M01,Nasi Goreng Spesial,77,0,0,1
2024-10-08,M02,Mie Goreng Ayam,48,0,0,1
2024-10-08,M03,Es Teh Manis,131,0,0,1
2024-10-09,M01,Nasi Goreng Spesial,109,0,0,0
2024-10-09,M02,Mie Goreng Ayam,45,1,0,0
2024-10-09,M03,Es Teh Manis,141,0,0,0
2024-10-10,M01,Nasi Goreng Spesial,97,0,0,1
2024-10-10,M02,Mie Goreng Ayam,64,0,0,1
2024-10-10,M03,Es Teh Manis,113,0,0,1
2024-10-11,M01,Nasi Goreng Spesial,99,0,0,0
2024-10-11,M02,Mie Goreng Ayam,44,1,0,0
2024-10-11,M03,Es Teh Manis,115,1,0,0
2024-10-12,M01,Nasi Goreng Spesial,81,1,1,1
2024-10-12,M02,Mie Goreng Ayam,63,1,1,1
2024-10-12,M03,Es Teh Manis,161,0,1,1
2024-10-13,M01,Nasi Goreng Spesial,118,0,1,1
2024-10-13,M02,Mie Goreng Ayam,59,1,1,1
2024-10-13,M03,Es Teh Manis,153,0,1,1
2024-10-14,M01,Nasi Goreng Spesial,76,1,0,0
2024-10-14,M02,Mie Goreng Ayam,61,0,0,0
2024-10-14,M03,Es Teh Manis,160,0,0,0
2024-10-15,M01,Nasi Goreng Spesial,100,0,0,0
2024-10-15,M02,Mie Goreng Ayam,56,0,0,0
2024-10-15,M03,Es Teh Manis,140,0,0,0
2024-10-16,M01,Nasi Goreng Spesial,85,0,0,1
2024-10-16,M02,Mie Goreng Ayam,68,0,0,1
2024-10-16,M03,Es Teh Manis,140,0,0,1
2024-10-17,M01,Nasi Goreng Spesial,94,0,0,1
2024-10-17,M02,Mie Goreng Ayam,51,0,0,1
2024-10-17,M03,Es Teh Manis,125,0,0,1
2024-10-18,M01,Nasi Goreng Spesial,82,0,0,0
2024-10-18,M02,Mie Goreng Ayam,73,0,0,0
2024-10-18,M03,Es Teh Manis,141,0,0,0
2024-10-19,M01,Nasi Goreng Spesial,107,0,1,1
2024-10-19,M02,Mie Goreng Ayam,70,0,1,1
2024-10-19,M03,Es Teh Manis,167,0,1,1
2024-10-20,M01,Nasi Goreng Spesial,107,1,1,0
2024-10-20,M02,Mie Goreng Ayam,99,0,1,0
2024-10-20,M03,Es Teh Manis,205,0,1,0
2024-10-21,M01,Nasi Goreng Spesial,93,0,0,0
2024-10-21,M02,Mie Goreng Ayam,75,0,0,0
2024-10-21,M03,Es Teh Manis,158,0,0,0
2024-10-22,M01,Nasi Goreng Spesial,103,0,0,0
2024-10-22,M02,Mie Goreng Ayam,53,0,0,0
2024-10-22,M03,Es Teh Manis,153,0,0,0
2024-10-23,M01,Nasi Goreng Spesial,116,0,0,0
2024-10-23,M02,Mie Goreng Ayam,82,0,0,0
2024-10-23,M03,Es Teh Manis,142,0,0,0
2024-10-24,M01,Nasi Goreng Spesial,97,0,0,0
2024-10-24,M02,Mie Goreng Ayam,88,0,0,0
2024-10-24,M03,Es Teh Manis,137,0,0,0
2024-10-25,M01,Nasi Goreng Spesial,98,0,0,0
2024-10-25,M02,Mie Goreng Ayam,65,0,0,0
2024-10-25,M03,Es Teh Manis,151,0,0,0
2024-10-26,M01,Nasi Goreng Spesial,134,0,1,0
2024-10-26,M02,Mie Goreng Ayam,100,0,1,0
2024-10-26,M03,Es Teh Manis,192,0,1,0
2024-10-27,M01,Nasi Goreng Spesial,111,0,1,1
2024-10-27,M02,Mie Goreng Ayam,93,0,1,1
2024-10-27,M03,Es Teh Manis,153,0,1,1
2024-10-28,M01,Nasi Goreng Spesial,66,1,0,1
2024-10-28,M02,Mie Goreng Ayam,58,0,0,1
2024-10-28,M03,Es Teh Manis,122,0,0,1
2024-10-29,M01,Nasi Goreng Spesial,87,0,0,1
2024-10-29,M02,Mie Goreng Ayam,53,0,0,1
2024-10-29,M03,Es Teh Manis,135,0,0,1
2024-10-30,M01,Nasi Goreng Spesial,103,0,0,0
2024-10-30,M02,Mie Goreng Ayam,75,0,0,0
2024-10-30,M03,Es Teh Manis,155,0,0,0
2024-10-31,M01,Nasi Goreng Spesial,77,0,0,1
2024-10-31,M02,Mie Goreng Ayam,72,0,0,1
2024-10-31,M03,Es Teh Manis,90,1,0,1
2024-11-01,M01,Nasi Goreng Spesial,100,0,0,1
2024-11-01,M02,Mie Goreng Ayam,55,0,0,1
2024-11-01,M03,Es Teh Manis,127,0,0,1
2024-11-02,M01,Nasi Goreng Spesial,139,0,1,0
2024-11-02,M02,Mie Goreng Ayam,70,1,1,0
2024-11-02,M03,Es Teh Manis,193,0,1,0
2024-11-03,M01,Nasi Goreng Spesial,112,0,1,0
2024-11-03,M02,Mie Goreng Ayam,86,0,1,0
2024-11-03,M03,Es Teh Manis,202,0,1,0
2024-11-04,M01,Nasi Goreng Spesial,106,0,0,0
2024-11-04,M02,Mie Goreng Ayam,70,0,0,0
2024-11-04,M03,Es Teh Manis,143,0,0,0
2024-11-05,M01,Nasi Goreng Spesial,106,0,0,0
2024-11-05,M02,Mie Goreng Ayam,83,0,0,0
2024-11-05,M03,Es Teh Manis,145,0,0,0
2024-11-06,M01,Nasi Goreng Spesial,87,0,0,1
2024-11-06,M02,Mie Goreng Ayam,45,0,0,1
2024-11-06,M03,Es Teh Manis,84,1,0,1
2024-11-07,M01,Nasi Goreng Spesial,78,0,0,1
2024-11-07,M02,Mie Goreng Ayam,73,0,0,1
2024-11-07,M03,Es Teh Manis,80,1,0,1
2024-11-08,M01,Nasi Goreng Spesial,115,0,0,0
2024-11-08,M02,Mie Goreng Ayam,69,0,0,0
2024-11-08,M03,Es Teh Manis,147,0,0,0
2024-11-09,M01,Nasi Goreng Spesial,142,0,1,0
2024-11-09,M02,Mie Goreng Ayam,73,1,1,0
2024-11-09,M03,Es Teh Manis,180,0,1,0
2024-11-10,M01,Nasi Goreng Spesial,90,1,1,0
2024-11-10,M02,Mie Goreng Ayam,93,0,1,0
2024-11-10,M03,Es Teh Manis,195,0,1,0
2024-11-11,M01,Nasi Goreng Spesial,107,0,0,1
2024-11-11,M02,Mie Goreng Ayam,63,0,0,1
2024-11-11,M03,Es Teh Manis,104,1,0,1
2024-11-12,M01,Nasi Goreng Spesial,118,0,0,0
2024-11-12,M02,Mie Goreng Ayam,91,0,0,0
2024-11-12,M03,Es Teh Manis,141,0,0,0
2024-11-13,M01,Nasi Goreng Spesial,110,0,0,0
2024-11-13,M02,Mie Goreng Ayam,38,1,0,0
2024-11-13,M03,Es Teh Manis,130,0,0,0
2024-11-14,M01,Nasi Goreng Spesial,103,0,0,0
2024-11-14,M02,Mie Goreng Ayam,42,1,0,0
2024-11-14,M03,Es Teh Manis,168,0,0,0
2024-11-15,M01,Nasi Goreng Spesial,99,0,0,0
2024-11-15,M02,Mie Goreng Ayam,50,1,0,0
2024-11-15,M03,Es Teh Manis,152,0,0,0
2024-11-16,M01,Nasi Goreng Spesial,99,0,1,1
2024-11-16,M02,Mie Goreng Ayam,76,0,1,1
2024-11-16,M03,Es Teh Manis,178,0,1,1
2024-11-17,M01,Nasi Goreng Spesial,99,1,1,0
2024-11-17,M02,Mie Goreng Ayam,70,1,1,0
2024-11-17,M03,Es Teh Manis,157,1,1,0
2024-11-18,M01,Nasi Goreng Spesial,88,0,0,1
2024-11-18,M02,Mie Goreng Ayam,36,1,0,1
2024-11-18,M03,Es Teh Manis,126,0,0,1
2024-11-19,M01,Nasi Goreng Spesial,110,0,0,0
2024-11-19,M02,Mie Goreng Ayam,85,0,0,0
2024-11-19,M03,Es Teh Manis,152,0,0,0
2024-11-20,M01,Nasi Goreng Spesial,120,0,0,0
2024-11-20,M02,Mie Goreng Ayam,90,0,0,0
2024-11-20,M03,Es Teh Manis,167,0,0,0
2024-11-21,M01,Nasi Goreng Spesial,114,0,0,0
2024-11-21,M02,Mie Goreng Ayam,78,0,0,0
2024-11-21,M03,Es Teh Manis,132,0,0,0
2024-11-22,M01,Nasi Goreng Spesial,99,0,0,1
2024-11-22,M02,Mie Goreng Ayam,74,0,0,1
2024-11-22,M03,Es Teh Manis,128,0,0,1
2024-11-23,M01,Nasi Goreng Spesial,110,0,1,1
2024-11-23,M02,Mie Goreng Ayam,85,0,1,1
2024-11-23,M03,Es Teh Manis,165,0,1,1
2024-11-24,M01,Nasi Goreng Spesial,134,0,1,0
2024-11-24,M02,Mie Goreng Ayam,94,0,1,0
2024-11-24,M03,Es Teh Manis,185,0,1,0
2024-11-25,M01,Nasi Goreng Spesial,105,0,0,1
2024-11-25,M02,Mie Goreng Ayam,56,0,0,1
2024-11-25,M03,Es Teh Manis,119,0,0,1
2024-11-26,M01,Nasi Goreng Spesial,94,0,0,0
2024-11-26,M02,Mie Goreng Ayam,64,0,0,0
2024-11-26,M03,Es Teh Manis,138,0,0,0
2024-11-27,M01,Nasi Goreng Spesial,105,0,0,0
2024-11-27,M02,Mie Goreng Ayam,82,0,0,0
2024-11-27,M03,Es Teh Manis,158,0,0,0
2024-11-28,M01,Nasi Goreng Spesial,93,0,0,0
2024-11-28,M02,Mie Goreng Ayam,67,0,0,0
2024-11-28,M03,Es Teh Manis,126,0,0,0
2024-11-29,M01,Nasi Goreng Spesial,108,0,0,0
2024-11-29,M02,Mie Goreng Ayam,60,0,0,0
2024-11-29,M03,Es Teh Manis,140,0,0,0
2024-11-30,M01,Nasi Goreng Spesial,130,0,1,0
2024-11-30,M02,Mie Goreng Ayam,83,0,1,0
2024-11-30,M03,Es Teh Manis,180,0,1,0
2024-12-01,M01,Nasi Goreng Spesial,122,0,1,0
2024-12-01,M02,Mie Goreng Ayam,87,0,1,0
2024-12-01,M03,Es Teh Manis,205,0,1,0
2024-12-02,M01,Nasi Goreng Spesial,106,0,0,0
2024-12-02,M02,Mie Goreng Ayam,85,0,0,0
2024-12-02,M03,Es Teh Manis,155,0,0,0
2024-12-03,M01,Nasi Goreng Spesial,113,0,0,0
2024-12-03,M02,Mie Goreng Ayam,56,0,0,0
2024-12-03,M03,Es Teh Manis,150,0,0,0
2024-12-04,M01,Nasi Goreng Spesial,101,0,0,0
2024-12-04,M02,Mie Goreng Ayam,63,0,0,0
2024-12-04,M03,Es Teh Manis,145,0,0,0
2024-12-05,M01,Nasi Goreng Spesial,55,1,0,0
2024-12-05,M02,Mie Goreng Ayam,76,0,0,0
2024-12-05,M03,Es Teh Manis,153,0,0,0
2024-12-06,M01,Nasi Goreng Spesial,84,0,0,1
2024-12-06,M02,Mie Goreng Ayam,48,1,0,1
2024-12-06,M03,Es Teh Manis,117,0,0,1
2024-12-07,M01,Nasi Goreng Spesial,139,0,1,0
2024-12-07,M02,Mie Goreng Ayam,83,0,1,0
2024-12-07,M03,Es Teh Manis,197,0,1,0
2024-12-08,M01,Nasi Goreng Spesial,102,0,1,0
2024-12-08,M02,Mie Goreng Ayam,97,0,1,0
2024-12-08,M03,Es Teh Manis,178,0,1,0
2024-12-09,M01,Nasi Goreng Spesial,98,0,0,0
2024-12-09,M02,Mie Goreng Ayam,65,0,0,0
2024-12-09,M03,Es Teh Manis,143,0,0,0
2024-12-10,M01,Nasi Goreng Spesial,92,0,0,1
2024-12-10,M02,Mie Goreng Ayam,34,0,0,1
2024-12-10,M03,Es Teh Manis,89,1,0,1
2024-12-11,M01,Nasi Goreng Spesial,86,0,0,1
2024-12-11,M02,Mie Goreng Ayam,60,0,0,1
2024-12-11,M03,Es Teh Manis,132,0,0,1
2024-12-12,M01,Nasi Goreng Spesial,115,0,0,0
2024-12-12,M02,Mie Goreng Ayam,65,0,0,0
2024-12-12,M03,Es Teh Manis,145,0,0,0
2024-12-13,M01,Nasi Goreng Spesial,77,0,0,0
2024-12-13,M02,Mie Goreng Ayam,73,0,0,0
2024-12-13,M03,Es Teh Manis,147,0,0,0
2024-12-14,M01,Nasi Goreng Spesial,143,0,1,0
2024-12-14,M02,Mie Goreng Ayam,91,0,1,0
2024-12-14,M03,Es Teh Manis,211,0,1,0
2024-12-15,M01,Nasi Goreng Spesial,138,0,1,0
2024-12-15,M02,Mie Goreng Ayam,91,0,1,0
2024-12-15,M03,Es Teh Manis,196,0,1,0
2024-12-16,M01,Nasi Goreng Spesial,105,0,0,0
2024-12-16,M02,Mie Goreng Ayam,76,0,0,0
2024-12-16,M03,Es Teh Manis,172,0,0,0
2024-12-17,M01,Nasi Goreng Spesial,89,0,0,0
2024-12-17,M02,Mie Goreng Ayam,61,0,0,0
2024-12-17,M03,Es Teh Manis,165,0,0,0
2024-12-18,M01,Nasi Goreng Spesial,104,0,0,0
2024-12-18,M02,Mie Goreng Ayam,67,0,0,0
2024-12-18,M03,Es Teh Manis,140,0,0,0
2024-12-19,M01,Nasi Goreng Spesial,109,0,0,0
2024-12-19,M02,Mie Goreng Ayam,79,0,0,0
2024-12-19,M03,Es Teh Manis,133,0,0,0
2024-12-20,M01,Nasi Goreng Spesial,76,1,0,0
2024-12-20,M02,Mie Goreng Ayam,52,0,0,0
2024-12-20,M03,Es Teh Manis,123,1,0,0
2024-12-21,M01,Nasi Goreng Spesial,131,0,1,0
2024-12-21,M02,Mie Goreng Ayam,117,0,1,0
2024-12-21,M03,Es Teh Manis,159,1,1,0
2024-12-22,M01,Nasi Goreng Spesial,116,0,1,1
2024-12-22,M02,Mie Goreng Ayam,96,0,1,1
2024-12-22,M03,Es Teh Manis,179,0,1,1
2024-12-23,M01,Nasi Goreng Spesial,84,0,0,1
2024-12-23,M02,Mie Goreng Ayam,50,1,0,1
2024-12-23,M03,Es Teh Manis,152,0,0,1
2024-12-24,M01,Nasi Goreng Spesial,105,0,0,0
2024-12-24,M02,Mie Goreng Ayam,59,0,0,0
2024-12-24,M03,Es Teh Manis,99,1,0,0
2024-12-25,M01,Nasi Goreng Spesial,112,0,0,0
2024-12-25,M02,Mie Goreng Ayam,61,0,0,0
2024-12-25,M03,Es Teh Manis,138,0,0,0
2024-12-26,M01,Nasi Goreng Spesial,98,0,0,0
2024-12-26,M02,Mie Goreng Ayam,67,0,0,0
2024-12-26,M03,Es Teh Manis,156,0,0,0
2024-12-27,M01,Nasi Goreng Spesial,66,1,0,0
2024-12-27,M02,Mie Goreng Ayam,75,0,0,0
2024-12-27,M03,Es Teh Manis,106,1,0,0
2024-12-28,M01,Nasi Goreng Spesial,128,0,1,0
2024-12-28,M02,Mie Goreng Ayam,91,0,1,0
2024-12-28,M03,Es Teh Manis,194,0,1,0
2024-12-29,M01,Nasi Goreng Spesial,155,0,1,0
2024-12-29,M02,Mie Goreng Ayam,79,0,1,0
2024-12-29,M03,Es Teh Manis,208,0,1,0
2024-12-30,M01,Nasi Goreng Spesial,73,0,0,0
2024-12-30,M02,Mie Goreng Ayam,66,0,0,0
2024-12-30,M03,Es Teh Manis,109,1,0,0
2024-12-31,M01,Nasi Goreng Spesial,108,0,0,0
2024-12-31,M02,Mie Goreng Ayam,56,0,0,0
2024-12-31,M03,Es Teh Manis,154,0,0,0
2025-01-01,M01,Nasi Goreng Spesial,92,0,0,0
2025-01-01,M02,Mie Goreng Ayam,77,0,0,0
2025-01-01,M03,Es Teh Manis,138,0,0,0
2025-01-02,M01,Nasi Goreng Spesial,90,0,0,1
2025-01-02,M02,Mie Goreng Ayam,48,0,0,1
2025-01-02,M03,Es Teh Manis,135,0,0,1
2025-01-03,M01,Nasi Goreng Spesial,75,0,0,1
2025-01-03,M02,Mie Goreng Ayam,48,0,0,1
2025-01-03,M03,Es Teh Manis,133,0,0,1
2025-01-04,M01,Nasi Goreng Spesial,113,0,1,0
2025-01-04,M02,Mie Goreng Ayam,108,0,1,0
2025-01-04,M03,Es Teh Manis,182,0,1,0
2025-01-05,M01,Nasi Goreng Spesial,121,0,1,0
2025-01-05,M02,Mie Goreng Ayam,78,0,1,0
2025-01-05,M03,Es Teh Manis,212,0,1,0
2025-01-06,M01,Nasi Goreng Spesial,109,0,0,0
2025-01-06,M02,Mie Goreng Ayam,69,0,0,0
2025-01-06,M03,Es Teh Manis,171,0,0,0
2025-01-07,M01,Nasi Goreng Spesial,106,0,0,0
2025-01-07,M02,Mie Goreng Ayam,70,0,0,0
2025-01-07,M03,Es Teh Manis,153,0,0,0
2025-01-08,M01,Nasi Goreng Spesial,83,0,0,0
2025-01-08,M02,Mie Goreng Ayam,75,0,0,0
2025-01-08,M03,Es Teh Manis,145,0,0,0
2025-01-09,M01,Nasi Goreng Spesial,78,1,0,0
2025-01-09,M02,Mie Goreng Ayam,72,0,0,0
2025-01-09,M03,Es Teh Manis,159,0,0,0
2025-01-10,M01,Nasi Goreng Spesial,98,0,0,0
2025-01-10,M02,Mie Goreng Ayam,78,0,0,0
2025-01-10,M03,Es Teh Manis,146,0,0,0
2025-01-11,M01,Nasi Goreng Spesial,131,0,1,0
2025-01-11,M02,Mie Goreng Ayam,81,0,1,0
2025-01-11,M03,Es Teh Manis,181,0,1,0
2025-01-12,M01,Nasi Goreng Spesial,112,1,1,0
2025-01-12,M02,Mie Goreng Ayam,87,0,1,0
2025-01-12,M03,Es Teh Manis,201,0,1,0
2025-01-13,M01,Nasi Goreng Spesial,84,0,0,0
2025-01-13,M02,Mie Goreng Ayam,81,0,0,0
2025-01-13,M03,Es Teh Manis,142,0,0,0
2025-01-14,M01,Nasi Goreng Spesial,104,0,0,1
2025-01-14,M02,Mie Goreng Ayam,59,0,0,1
2025-01-14,M03,Es Teh Manis,132,0,0,1
2025-01-15,M01,Nasi Goreng Spesial,105,0,0,0
2025-01-15,M02,Mie Goreng Ayam,46,1,0,0
2025-01-15,M03,Es Teh Manis,147,0,0,0
2025-01-16,M01,Nasi Goreng Spesial,71,0,0,1
2025-01-16,M02,Mie Goreng Ayam,57,0,0,1
2025-01-16,M03,Es Teh Manis,135,0,0,1
2025-01-17,M01,Nasi Goreng Spesial,106,0,0,0
2025-01-17,M02,Mie Goreng Ayam,69,0,0,0
2025-01-17,M03,Es Teh Manis,99,1,0,0
2025-01-18,M01,Nasi Goreng Spesial,118,0,1,1
2025-01-18,M02,Mie Goreng Ayam,78,0,1,1
2025-01-18,M03,Es Teh Manis,127,1,1,1
2025-01-19,M01,Nasi Goreng Spesial,108,0,1,1
2025-01-19,M02,Mie Goreng Ayam,77,0,1,1
2025-01-19,M03,Es Teh Manis,166,0,1,1
2025-01-20,M01,Nasi Goreng Spesial,85,0,0,0
2025-01-20,M02,Mie Goreng Ayam,75,0,0,0
2025-01-20,M03,Es Teh Manis,139,0,0,0
2025-01-21,M01,Nasi Goreng Spesial,112,0,0,0
2025-01-21,M02,Mie Goreng Ayam,84,0,0,0
2025-01-21,M03,Es Teh Manis,151,0,0,0
2025-01-22,M01,Nasi Goreng Spesial,71,0,0,1
2025-01-22,M02,Mie Goreng Ayam,65,0,0,1
2025-01-22,M03,Es Teh Manis,134,0,0,1
2025-01-23,M01,Nasi Goreng Spesial,85,0,0,1
2025-01-23,M02,Mie Goreng Ayam,54,0,0,1
2025-01-23,M03,Es Teh Manis,141,0,0,1
2025-01-24,M01,Nasi Goreng Spesial,68,0,0,1
2025-01-24,M02,Mie Goreng Ayam,41,0,0,1
2025-01-24,M03,Es Teh Manis,124,0,0,1
2025-01-25,M01,Nasi Goreng Spesial,121,0,1,0
2025-01-25,M02,Mie Goreng Ayam,90,0,1,0
2025-01-25,M03,Es Teh Manis,197,0,1,0
2025-01-26,M01,Nasi Goreng Spesial,128,0,1,0
2025-01-26,M02,Mie Goreng Ayam,61,1,1,0
2025-01-26,M03,Es Teh Manis,218,0,1,0
2025-01-27,M01,Nasi Goreng Spesial,78,0,0,1
2025-01-27,M02,Mie Goreng Ayam,61,0,0,1
2025-01-27,M03,Es Teh Manis,132,0,0,1
2025-01-28,M01,Nasi Goreng Spesial,94,0,0,0
2025-01-28,M02,Mie Goreng Ayam,64,0,0,0
2025-01-28,M03,Es Teh Manis,108,1,0,0
2025-01-29,M01,Nasi Goreng Spesial,62,1,0,1
2025-01-29,M02,Mie Goreng Ayam,73,0,0,1
2025-01-29,M03,Es Teh Manis,121,0,0,1
2025-01-30,M01,Nasi Goreng Spesial,77,0,0,1
2025-01-30,M02,Mie Goreng Ayam,52,0,0,1
2025-01-30,M03,Es Teh Manis,119,0,0,1
2025-01-31,M01,Nasi Goreng Spesial,101,0,0,0
2025-01-31,M02,Mie Goreng Ayam,72,0,0,0
2025-01-31,M03,Es Teh Manis,153,0,0,0
2025-02-01,M01,Nasi Goreng Spesial,112,0,1,0
2025-02-01,M02,Mie Goreng Ayam,78,0,1,0
2025-02-01,M03,Es Teh Manis,186,0,1,0
2025-02-02,M01,Nasi Goreng Spesial,129,0,1,0
2025-02-02,M02,Mie Goreng Ayam,90,0,1,0
2025-02-02,M03,Es Teh Manis,206,0,1,0
2025-02-03,M01,Nasi Goreng Spesial,98,0,0,1
2025-02-03,M02,Mie Goreng Ayam,48,0,0,1
2025-02-03,M03,Es Teh Manis,129,0,0,1
2025-02-04,M01,Nasi Goreng Spesial,88,0,0,1
2025-02-04,M02,Mie Goreng Ayam,67,0,0,1
2025-02-04,M03,Es Teh Manis,132,0,0,1
2025-02-05,M01,Nasi Goreng Spesial,93,0,0,0
2025-02-05,M02,Mie Goreng Ayam,74,0,0,0
2025-02-05,M03,Es Teh Manis,146,0,0,0
2025-02-06,M01,Nasi Goreng Spesial,91,0,0,0
2025-02-06,M02,Mie Goreng Ayam,70,0,0,0
2025-02-06,M03,Es Teh Manis,162,0,0,0
2025-02-07,M01,Nasi Goreng Spesial,100,0,0,0
2025-02-07,M02,Mie Goreng Ayam,70,0,0,0
2025-02-07,M03,Es Teh Manis,164,0,0,0
2025-02-08,M01,Nasi Goreng Spesial,112,0,1,1
2025-02-08,M02,Mie Goreng Ayam,76,0,1,1
2025-02-08,M03,Es Teh Manis,126,1,1,1
2025-02-09,M01,Nasi Goreng Spesial,131,0,1,0
2025-02-09,M02,Mie Goreng Ayam,95,0,1,0
2025-02-09,M03,Es Teh Manis,191,0,1,0
2025-02-10,M01,Nasi Goreng Spesial,101,0,0,0
2025-02-10,M02,Mie Goreng Ayam,64,0,0,0
2025-02-10,M03,Es Teh Manis,153,0,0,0
2025-02-11,M01,Nasi Goreng Spesial,98,0,0,0
2025-02-11,M02,Mie Goreng Ayam,49,0,0,0
2025-02-11,M03,Es Teh Manis,99,1,0,0
2025-02-12,M01,Nasi Goreng Spesial,95,0,0,0
2025-02-12,M02,Mie Goreng Ayam,74,0,0,0
2025-02-12,M03,Es Teh Manis,144,0,0,0
2025-02-13,M01,Nasi Goreng Spesial,111,0,0,0
2025-02-13,M02,Mie Goreng Ayam,62,1,0,0
2025-02-13,M03,Es Teh Manis,110,1,0,0
2025-02-14,M01,Nasi Goreng Spesial,88,0,0,0
2025-02-14,M02,Mie Goreng Ayam,40,1,0,0
2025-02-14,M03,Es Teh Manis,143,0,0,0
